data set,fold,shrinkage,row proportion,evaluated splits,depth,accuracy
movie,8,0.05,1.0,0.2,6,0.5109375
movie,8,0.05,1.0,0.2,8,0.50703125
movie,8,0.05,1.0,0.4,2,0.50703125
movie,8,0.05,1.0,0.4,4,0.50390625
movie,8,0.05,1.0,0.4,6,0.4921875
movie,8,0.05,1.0,0.4,8,0.4671875
movie,8,0.05,1.0,0.6,2,0.5078125
movie,8,0.05,1.0,0.6,4,0.50078125
movie,8,0.05,1.0,0.6,6,0.48984375
movie,8,0.05,1.0,0.6,8,0.4578125
movie,8,0.05,1.0,0.8,2,0.5078125
movie,8,0.05,1.0,0.8,4,0.503125
movie,8,0.05,1.0,0.8,6,0.48828125
movie,8,0.05,1.0,0.8,8,0.4546875
movie,8,0.05,1.0,1.0,2,0.5078125
movie,8,0.05,1.0,1.0,4,0.50390625
movie,8,0.05,1.0,1.0,6,0.4875
movie,8,0.05,1.0,1.0,8,0.45
movie,8,0.05,1.0,sqrt,2,0.50703125
movie,8,0.05,1.0,sqrt,4,0.50390625
movie,8,0.05,1.0,sqrt,6,0.4921875
movie,8,0.05,1.0,sqrt,8,0.4671875
movie,8,0.2,0.6,0.2,2,0.50859375
movie,8,0.2,0.6,0.2,4,0.49140625
movie,8,0.2,0.6,0.2,6,0.484375
movie,8,0.2,0.6,0.2,8,0.49375
movie,8,0.2,0.6,0.4,2,0.50546875
movie,8,0.2,0.6,0.4,4,0.46875
movie,8,0.2,0.6,0.4,6,0.4359375
movie,8,0.2,0.6,0.4,8,0.421875
movie,8,0.2,0.6,0.6,2,0.50546875
movie,8,0.2,0.6,0.6,4,0.46953125
movie,8,0.2,0.6,0.6,6,0.45
movie,8,0.2,0.6,0.6,8,0.4125
movie,8,0.2,0.6,0.8,2,0.50546875
movie,8,0.2,0.6,0.8,4,0.47578125
movie,8,0.2,0.6,0.8,6,0.44921875
movie,8,0.2,0.6,0.8,8,0.40703125
movie,8,0.2,0.6,1.0,2,0.5015625
movie,8,0.2,0.6,1.0,4,0.48515625
movie,8,0.2,0.6,1.0,6,0.4453125
movie,8,0.2,0.6,1.0,8,0.403125
movie,8,0.2,0.6,sqrt,2,0.50546875
movie,8,0.2,0.6,sqrt,4,0.46875
movie,8,0.2,0.6,sqrt,6,0.4359375
movie,8,0.2,0.6,sqrt,8,0.421875
movie,8,0.2,0.8,0.2,2,0.509375
movie,8,0.2,0.8,0.2,4,0.50546875
movie,8,0.2,0.8,0.2,6,0.4796875
movie,8,0.2,0.8,0.2,8,0.471875
movie,8,0.2,0.8,0.4,2,0.5078125
movie,8,0.2,0.8,0.4,4,0.48125
movie,8,0.2,0.8,0.4,6,0.44140625
movie,8,0.2,0.8,0.4,8,0.4265625
movie,8,0.2,0.8,0.6,2,0.50703125
movie,8,0.2,0.8,0.6,4,0.49453125
movie,8,0.2,0.8,0.6,6,0.4390625
movie,8,0.2,0.8,0.6,8,0.40546875
movie,8,0.2,0.8,0.8,2,0.50703125
movie,8,0.2,0.8,0.8,4,0.46875
movie,8,0.2,0.8,0.8,6,0.4484375
movie,8,0.2,0.8,0.8,8,0.41171875
movie,8,0.2,0.8,1.0,2,0.50703125
movie,8,0.2,0.8,1.0,4,0.4703125
movie,8,0.2,0.8,1.0,6,0.4390625
movie,8,0.2,0.8,1.0,8,0.4078125
movie,8,0.2,0.8,sqrt,2,0.5078125
movie,8,0.2,0.8,sqrt,4,0.48125
movie,8,0.2,0.8,sqrt,6,0.44140625
movie,8,0.2,0.8,sqrt,8,0.4265625
movie,8,0.2,1.0,0.2,2,0.509375
movie,8,0.2,1.0,0.2,4,0.49609375
movie,8,0.2,1.0,0.2,6,0.49609375
movie,8,0.2,1.0,0.2,8,0.49921875
movie,8,0.2,1.0,0.4,2,0.50859375
movie,8,0.2,1.0,0.4,4,0.490625
movie,8,0.2,1.0,0.4,6,0.4390625
movie,8,0.2,1.0,0.4,8,0.41953125
movie,8,0.2,1.0,0.6,2,0.5078125
movie,8,0.2,1.0,0.6,4,0.49140625
movie,8,0.2,1.0,0.6,6,0.4328125
movie,8,0.2,1.0,0.6,8,0.41640625
movie,8,0.2,1.0,0.8,2,0.50859375
movie,8,0.2,1.0,0.8,4,0.484375
movie,8,0.2,1.0,0.8,6,0.446875
movie,8,0.2,1.0,0.8,8,0.41953125
movie,8,0.2,1.0,1.0,2,0.50859375
movie,8,0.2,1.0,1.0,4,0.4828125
movie,8,0.2,1.0,1.0,6,0.44140625
movie,8,0.2,1.0,1.0,8,0.434375
movie,8,0.2,1.0,sqrt,2,0.50859375
movie,8,0.2,1.0,sqrt,4,0.490625
movie,8,0.2,1.0,sqrt,6,0.4390625
movie,8,0.2,1.0,sqrt,8,0.41953125
movie,8,0.4,0.6,0.2,2,0.5
movie,8,0.4,0.6,0.2,4,0.47734375
movie,8,0.4,0.6,0.2,6,0.4625
movie,8,0.4,0.6,0.2,8,0.44765625
movie,8,0.4,0.6,0.4,2,0.49453125
movie,8,0.4,0.6,0.4,4,0.4515625
movie,8,0.4,0.6,0.4,6,0.4125
movie,8,0.4,0.6,0.4,8,0.40390625
movie,8,0.4,0.6,0.6,2,0.50234375
movie,8,0.4,0.6,0.6,4,0.45703125
movie,8,0.4,0.6,0.6,6,0.42265625
movie,8,0.4,0.6,0.6,8,0.4171875
movie,8,0.4,0.6,0.8,2,0.49296875
movie,8,0.4,0.6,0.8,4,0.45078125
movie,8,0.4,0.6,0.8,6,0.40703125
movie,8,0.4,0.6,0.8,8,0.41328125
movie,8,0.4,0.6,1.0,2,0.4953125
movie,8,0.4,0.6,1.0,4,0.44765625
movie,8,0.4,0.6,1.0,6,0.40859375
movie,8,0.4,0.6,1.0,8,0.39140625
movie,8,0.4,0.6,sqrt,2,0.49453125
movie,8,0.4,0.6,sqrt,4,0.4515625
movie,8,0.4,0.6,sqrt,6,0.4125
movie,8,0.4,0.6,sqrt,8,0.40390625
movie,8,0.4,0.8,0.2,2,0.50625
movie,8,0.4,0.8,0.2,4,0.490625
movie,8,0.4,0.8,0.2,6,0.45390625
movie,8,0.4,0.8,0.2,8,0.44375
movie,8,0.4,0.8,0.4,2,0.50546875
movie,8,0.4,0.8,0.4,4,0.45
movie,8,0.4,0.8,0.4,6,0.40546875
movie,8,0.4,0.8,0.4,8,0.39609375
movie,8,0.4,0.8,0.6,2,0.503125
movie,8,0.4,0.8,0.6,4,0.4546875
movie,8,0.4,0.8,0.6,6,0.396875
movie,8,0.4,0.8,0.6,8,0.4125
movie,8,0.4,0.8,0.8,2,0.503125
movie,8,0.4,0.8,0.8,4,0.46640625
movie,8,0.4,0.8,0.8,6,0.41875
movie,8,0.4,0.8,0.8,8,0.409375
movie,8,0.4,0.8,1.0,2,0.50546875
movie,8,0.4,0.8,1.0,4,0.46015625
movie,8,0.4,0.8,1.0,6,0.40546875
movie,8,0.4,0.8,1.0,8,0.39921875
movie,8,0.4,0.8,sqrt,2,0.50546875
movie,8,0.4,0.8,sqrt,4,0.45
movie,8,0.4,0.8,sqrt,6,0.40546875
movie,8,0.4,0.8,sqrt,8,0.39609375
movie,8,0.4,1.0,0.2,2,0.51015625
movie,8,0.4,1.0,0.2,4,0.4921875
movie,8,0.4,1.0,0.2,6,0.46796875
movie,8,0.4,1.0,0.2,8,0.45234375
movie,8,0.4,1.0,0.4,2,0.50546875
movie,8,0.4,1.0,0.4,4,0.46328125
movie,8,0.4,1.0,0.4,6,0.4203125
movie,8,0.4,1.0,0.4,8,0.4109375
movie,8,0.4,1.0,0.6,2,0.50625
movie,8,0.4,1.0,0.6,4,0.4578125
movie,8,0.4,1.0,0.6,6,0.4265625
movie,8,0.4,1.0,0.6,8,0.41328125
movie,8,0.4,1.0,0.8,2,0.5046875
movie,8,0.4,1.0,0.8,4,0.45859375
movie,8,0.4,1.0,0.8,6,0.43359375
movie,8,0.4,1.0,0.8,8,0.425
movie,8,0.4,1.0,1.0,2,0.50390625
movie,8,0.4,1.0,1.0,4,0.4546875
movie,8,0.4,1.0,1.0,6,0.421875
movie,8,0.4,1.0,1.0,8,0.40859375
movie,8,0.4,1.0,sqrt,2,0.50546875
movie,8,0.4,1.0,sqrt,4,0.46328125
movie,8,0.4,1.0,sqrt,6,0.4203125
movie,8,0.4,1.0,sqrt,8,0.4109375
movie,8,0.6,0.6,0.2,2,0.4984375
movie,8,0.6,0.6,0.2,4,0.47734375
movie,8,0.6,0.6,0.2,6,0.43671875
movie,8,0.6,0.6,0.2,8,0.4421875
movie,8,0.6,0.6,0.4,2,0.48828125
movie,8,0.6,0.6,0.4,4,0.4125
movie,8,0.6,0.6,0.4,6,0.40546875
movie,8,0.6,0.6,0.4,8,0.384375
movie,8,0.6,0.6,0.6,2,0.4859375
movie,8,0.6,0.6,0.6,4,0.46328125
movie,8,0.6,0.6,0.6,6,0.378125
movie,8,0.6,0.6,0.6,8,0.4015625
movie,8,0.6,0.6,0.8,2,0.4859375
movie,8,0.6,0.6,0.8,4,0.43984375
movie,8,0.6,0.6,0.8,6,0.4
movie,8,0.6,0.6,0.8,8,0.378125
movie,8,0.6,0.6,1.0,2,0.4984375
movie,8,0.6,0.6,1.0,4,0.44140625
movie,8,0.6,0.6,1.0,6,0.39140625
movie,8,0.6,0.6,1.0,8,0.38671875
movie,8,0.6,0.6,sqrt,2,0.48828125
movie,8,0.6,0.6,sqrt,4,0.4125
movie,8,0.6,0.6,sqrt,6,0.40546875
movie,8,0.6,0.6,sqrt,8,0.384375
movie,8,0.6,0.8,0.2,2,0.5015625
movie,8,0.6,0.8,0.2,4,0.46015625
movie,8,0.6,0.8,0.2,6,0.4421875
movie,8,0.6,0.8,0.2,8,0.434375
movie,8,0.6,0.8,0.4,2,0.49609375
movie,8,0.6,0.8,0.4,4,0.4625
movie,8,0.6,0.8,0.4,6,0.40546875
movie,8,0.6,0.8,0.4,8,0.38984375
movie,8,0.6,0.8,0.6,2,0.49921875
movie,8,0.6,0.8,0.6,4,0.434375
movie,8,0.6,0.8,0.6,6,0.39609375
movie,8,0.6,0.8,0.6,8,0.4
movie,8,0.6,0.8,0.8,2,0.49609375
movie,8,0.6,0.8,0.8,4,0.43125
movie,8,0.6,0.8,0.8,6,0.390625
movie,8,0.6,0.8,0.8,8,0.40546875
movie,8,0.6,0.8,1.0,2,0.49609375
movie,8,0.6,0.8,1.0,4,0.44375
movie,8,0.6,0.8,1.0,6,0.403125
movie,8,0.6,0.8,1.0,8,0.40625
movie,8,0.6,0.8,sqrt,2,0.49609375
movie,8,0.6,0.8,sqrt,4,0.4625
movie,8,0.6,0.8,sqrt,6,0.40546875
movie,8,0.6,0.8,sqrt,8,0.38984375
movie,8,0.6,1.0,0.2,2,0.5
movie,8,0.6,1.0,0.2,4,0.47265625
movie,8,0.6,1.0,0.2,6,0.44609375
movie,8,0.6,1.0,0.2,8,0.4515625
movie,8,0.6,1.0,0.4,2,0.51015625
movie,8,0.6,1.0,0.4,4,0.4453125
movie,8,0.6,1.0,0.4,6,0.40546875
movie,8,0.6,1.0,0.4,8,0.41015625
movie,8,0.6,1.0,0.6,2,0.51015625
movie,8,0.6,1.0,0.6,4,0.44140625
movie,8,0.6,1.0,0.6,6,0.4140625
movie,8,0.6,1.0,0.6,8,0.40859375
movie,8,0.6,1.0,0.8,2,0.50859375
movie,8,0.6,1.0,0.8,4,0.4515625
movie,8,0.6,1.0,0.8,6,0.41328125
movie,8,0.6,1.0,0.8,8,0.41015625
movie,8,0.6,1.0,1.0,2,0.509375
movie,8,0.6,1.0,1.0,4,0.44140625
movie,8,0.6,1.0,1.0,6,0.4203125
movie,8,0.6,1.0,1.0,8,0.41640625
movie,8,0.6,1.0,sqrt,2,0.51015625
movie,8,0.6,1.0,sqrt,4,0.4453125
movie,8,0.6,1.0,sqrt,6,0.40546875
movie,8,0.6,1.0,sqrt,8,0.41015625
movie,9,0.05,0.6,0.2,2,0.5078125
movie,9,0.05,0.6,0.2,4,0.51015625
movie,9,0.05,0.6,0.2,6,0.51015625
movie,9,0.05,0.6,0.2,8,0.5109375
movie,9,0.05,0.6,0.4,2,0.509375
movie,9,0.05,0.6,0.4,4,0.5046875
movie,9,0.05,0.6,0.4,6,0.4875
movie,9,0.05,0.6,0.4,8,0.46640625
movie,9,0.05,0.6,0.6,2,0.50859375
movie,9,0.05,0.6,0.6,4,0.50078125
movie,9,0.05,0.6,0.6,6,0.48515625
movie,9,0.05,0.6,0.6,8,0.4640625
movie,9,0.05,0.6,0.8,2,0.50859375
movie,9,0.05,0.6,0.8,4,0.5
movie,9,0.05,0.6,0.8,6,0.478125
movie,9,0.05,0.6,0.8,8,0.4578125
movie,9,0.05,0.6,1.0,2,0.5078125
movie,9,0.05,0.6,1.0,4,0.49765625
movie,9,0.05,0.6,1.0,6,0.48359375
movie,9,0.05,0.6,1.0,8,0.44921875
movie,9,0.05,0.6,sqrt,2,0.509375
movie,9,0.05,0.6,sqrt,4,0.5046875
movie,9,0.05,0.6,sqrt,6,0.4875
movie,9,0.05,0.6,sqrt,8,0.46640625
movie,9,0.05,0.8,0.2,2,0.5078125
movie,9,0.05,0.8,0.2,4,0.51328125
movie,9,0.05,0.8,0.2,6,0.50859375
movie,9,0.05,0.8,0.2,8,0.5140625
movie,9,0.05,0.8,0.4,2,0.51015625
movie,9,0.05,0.8,0.4,4,0.5078125
movie,9,0.05,0.8,0.4,6,0.49609375
movie,9,0.05,0.8,0.4,8,0.4640625
movie,9,0.05,0.8,0.6,2,0.50859375
movie,9,0.05,0.8,0.6,4,0.50546875
movie,9,0.05,0.8,0.6,6,0.49453125
movie,9,0.05,0.8,0.6,8,0.4578125
movie,9,0.05,0.8,0.8,2,0.5078125
movie,9,0.05,0.8,0.8,4,0.50234375
movie,9,0.05,0.8,0.8,6,0.4875
movie,9,0.05,0.8,0.8,8,0.47265625
movie,9,0.05,0.8,1.0,2,0.5078125
movie,9,0.05,0.8,1.0,4,0.5046875
movie,9,0.05,0.8,1.0,6,0.4828125
movie,9,0.05,0.8,1.0,8,0.4640625
movie,9,0.05,0.8,sqrt,2,0.51015625
movie,9,0.05,0.8,sqrt,4,0.5078125
movie,9,0.05,0.8,sqrt,6,0.49609375
movie,9,0.05,0.8,sqrt,8,0.4640625
movie,9,0.05,1.0,0.2,2,0.5078125
movie,9,0.05,1.0,0.2,4,0.50703125
movie,9,0.05,1.0,0.2,6,0.509375
movie,9,0.05,1.0,0.2,8,0.50859375
movie,9,0.05,1.0,0.4,2,0.5078125
movie,9,0.05,1.0,0.4,4,0.50234375
movie,9,0.05,1.0,0.4,6,0.49140625
movie,9,0.05,1.0,0.4,8,0.4578125
movie,9,0.05,1.0,0.6,2,0.5078125
movie,9,0.05,1.0,0.6,4,0.50234375
movie,9,0.05,1.0,0.6,6,0.4765625
movie,9,0.05,1.0,0.6,8,0.46171875
movie,9,0.05,1.0,0.8,2,0.5078125
movie,9,0.05,1.0,0.8,4,0.50234375
movie,9,0.05,1.0,0.8,6,0.48046875
movie,9,0.05,1.0,0.8,8,0.46015625
movie,9,0.05,1.0,1.0,2,0.5078125
movie,9,0.05,1.0,1.0,4,0.49765625
movie,9,0.05,1.0,1.0,6,0.46953125
movie,9,0.05,1.0,1.0,8,0.4578125
movie,9,0.05,1.0,sqrt,2,0.5078125
movie,9,0.05,1.0,sqrt,4,0.50234375
movie,9,0.05,1.0,sqrt,6,0.49140625
movie,9,0.05,1.0,sqrt,8,0.4578125
movie,9,0.2,0.6,0.2,2,0.509375
movie,9,0.2,0.6,0.2,4,0.496875
movie,9,0.2,0.6,0.2,6,0.47890625
movie,9,0.2,0.6,0.2,8,0.46796875
movie,9,0.2,0.6,0.4,2,0.5046875
movie,9,0.2,0.6,0.4,4,0.47421875
movie,9,0.2,0.6,0.4,6,0.4234375
movie,9,0.2,0.6,0.4,8,0.41328125
movie,9,0.2,0.6,0.6,2,0.5
movie,9,0.2,0.6,0.6,4,0.471875
movie,9,0.2,0.6,0.6,6,0.42109375
movie,9,0.2,0.6,0.6,8,0.42109375
movie,9,0.2,0.6,0.8,2,0.5015625
movie,9,0.2,0.6,0.8,4,0.4703125
movie,9,0.2,0.6,0.8,6,0.43203125
movie,9,0.2,0.6,0.8,8,0.41171875
movie,9,0.2,0.6,1.0,2,0.5015625
movie,9,0.2,0.6,1.0,4,0.465625
movie,9,0.2,0.6,1.0,6,0.4390625
movie,9,0.2,0.6,1.0,8,0.42265625
movie,9,0.2,0.6,sqrt,2,0.5046875
movie,9,0.2,0.6,sqrt,4,0.47421875
movie,9,0.2,0.6,sqrt,6,0.4234375
movie,9,0.2,0.6,sqrt,8,0.41328125
movie,9,0.2,0.8,0.2,2,0.509375
movie,9,0.2,0.8,0.2,4,0.50625
movie,9,0.2,0.8,0.2,6,0.47578125
movie,9,0.2,0.8,0.2,8,0.47890625
movie,9,0.2,0.8,0.4,2,0.50625
movie,9,0.2,0.8,0.4,4,0.471875
movie,9,0.2,0.8,0.4,6,0.4328125
movie,9,0.2,0.8,0.4,8,0.4109375
movie,9,0.2,0.8,0.6,2,0.5046875
movie,9,0.2,0.8,0.6,4,0.4734375
movie,9,0.2,0.8,0.6,6,0.42890625
movie,9,0.2,0.8,0.6,8,0.41328125
movie,9,0.2,0.8,0.8,2,0.50625
movie,9,0.2,0.8,0.8,4,0.4703125
movie,9,0.2,0.8,0.8,6,0.428125
movie,9,0.2,0.8,0.8,8,0.4125
movie,9,0.2,0.8,1.0,2,0.5078125
movie,9,0.2,0.8,1.0,4,0.4671875
movie,9,0.2,0.8,1.0,6,0.44453125
movie,9,0.2,0.8,1.0,8,0.4171875
movie,9,0.2,0.8,sqrt,2,0.50625
movie,9,0.2,0.8,sqrt,4,0.471875
movie,9,0.2,0.8,sqrt,6,0.4328125
movie,9,0.2,0.8,sqrt,8,0.4109375
movie,9,0.2,1.0,0.2,2,0.509375
movie,9,0.2,1.0,0.2,4,0.5046875
movie,9,0.2,1.0,0.2,6,0.4828125
movie,9,0.2,1.0,0.2,8,0.47890625
movie,9,0.2,1.0,0.4,2,0.50859375
movie,9,0.2,1.0,0.4,4,0.48203125
movie,9,0.2,1.0,0.4,6,0.42734375
movie,9,0.2,1.0,0.4,8,0.421875
movie,9,0.2,1.0,0.6,2,0.5078125
movie,9,0.2,1.0,0.6,4,0.475
movie,9,0.2,1.0,0.6,6,0.43984375
movie,9,0.2,1.0,0.6,8,0.421875
movie,9,0.2,1.0,0.8,2,0.5078125
movie,9,0.2,1.0,0.8,4,0.47578125
movie,9,0.2,1.0,0.8,6,0.45
movie,9,0.2,1.0,0.8,8,0.4328125
movie,9,0.2,1.0,1.0,2,0.5078125
movie,9,0.2,1.0,1.0,4,0.46328125
movie,9,0.2,1.0,1.0,6,0.43984375
movie,9,0.2,1.0,1.0,8,0.42734375
movie,9,0.2,1.0,sqrt,2,0.50859375
movie,9,0.2,1.0,sqrt,4,0.48203125
movie,9,0.2,1.0,sqrt,6,0.42734375
movie,9,0.2,1.0,sqrt,8,0.421875
movie,9,0.4,0.6,0.2,2,0.5046875
movie,9,0.4,0.6,0.2,4,0.4796875
movie,9,0.4,0.6,0.2,6,0.44375
movie,9,0.4,0.6,0.2,8,0.4515625
movie,9,0.4,0.6,0.4,2,0.5
movie,9,0.4,0.6,0.4,4,0.45
movie,9,0.4,0.6,0.4,6,0.41171875
movie,9,0.4,0.6,0.4,8,0.396875
movie,9,0.4,0.6,0.6,2,0.49921875
movie,9,0.4,0.6,0.6,4,0.4515625
movie,9,0.4,0.6,0.6,6,0.4140625
movie,9,0.4,0.6,0.6,8,0.3984375
movie,9,0.4,0.6,0.8,2,0.50546875
movie,9,0.4,0.6,0.8,4,0.44921875
movie,9,0.4,0.6,0.8,6,0.41640625
movie,9,0.4,0.6,0.8,8,0.4015625
movie,9,0.4,0.6,1.0,2,0.503125
movie,9,0.4,0.6,1.0,4,0.44375
movie,9,0.4,0.6,1.0,6,0.4203125
movie,9,0.4,0.6,1.0,8,0.4078125
movie,9,0.4,0.6,sqrt,2,0.5
movie,9,0.4,0.6,sqrt,4,0.45
movie,9,0.4,0.6,sqrt,6,0.41171875
movie,9,0.4,0.6,sqrt,8,0.396875
movie,9,0.4,0.8,0.2,2,0.51015625
movie,9,0.4,0.8,0.2,4,0.48828125
movie,9,0.4,0.8,0.2,6,0.46328125
movie,9,0.4,0.8,0.2,8,0.44765625
movie,9,0.4,0.8,0.4,2,0.50078125
movie,9,0.4,0.8,0.4,4,0.46015625
movie,9,0.4,0.8,0.4,6,0.415625
movie,9,0.4,0.8,0.4,8,0.403125
movie,9,0.4,0.8,0.6,2,0.50859375
movie,9,0.4,0.8,0.6,4,0.45234375
movie,9,0.4,0.8,0.6,6,0.41875
movie,9,0.4,0.8,0.6,8,0.41328125
movie,9,0.4,0.8,0.8,2,0.5
movie,9,0.4,0.8,0.8,4,0.446875
movie,9,0.4,0.8,0.8,6,0.41484375
movie,9,0.4,0.8,0.8,8,0.415625
movie,9,0.4,0.8,1.0,2,0.496875
movie,9,0.4,0.8,1.0,4,0.43984375
movie,9,0.4,0.8,1.0,6,0.41953125
movie,9,0.4,0.8,1.0,8,0.42109375
movie,9,0.4,0.8,sqrt,2,0.50078125
movie,9,0.4,0.8,sqrt,4,0.46015625
movie,9,0.4,0.8,sqrt,6,0.415625
movie,9,0.4,0.8,sqrt,8,0.403125
movie,9,0.4,1.0,0.2,2,0.509375
movie,9,0.4,1.0,0.2,4,0.49140625
movie,9,0.4,1.0,0.2,6,0.4640625
movie,9,0.4,1.0,0.2,8,0.45703125
movie,9,0.4,1.0,0.4,2,0.50546875
movie,9,0.4,1.0,0.4,4,0.4515625
movie,9,0.4,1.0,0.4,6,0.4203125
movie,9,0.4,1.0,0.4,8,0.4078125
movie,9,0.4,1.0,0.6,2,0.50546875
movie,9,0.4,1.0,0.6,4,0.4640625
movie,9,0.4,1.0,0.6,6,0.42890625
movie,9,0.4,1.0,0.6,8,0.41640625
movie,9,0.4,1.0,0.8,2,0.50625
movie,9,0.4,1.0,0.8,4,0.4484375
movie,9,0.4,1.0,0.8,6,0.41953125
movie,9,0.4,1.0,0.8,8,0.4234375
movie,9,0.4,1.0,1.0,2,0.50546875
movie,9,0.4,1.0,1.0,4,0.446875
movie,9,0.4,1.0,1.0,6,0.42734375
movie,9,0.4,1.0,1.0,8,0.415625
movie,9,0.4,1.0,sqrt,2,0.50546875
movie,9,0.4,1.0,sqrt,4,0.4515625
movie,9,0.4,1.0,sqrt,6,0.4203125
movie,9,0.4,1.0,sqrt,8,0.4078125
movie,9,0.6,0.6,0.2,2,0.49921875
movie,9,0.6,0.6,0.2,4,0.46484375
movie,9,0.6,0.6,0.2,6,0.4421875
movie,9,0.6,0.6,0.2,8,0.4234375
movie,9,0.6,0.6,0.4,2,0.49296875
movie,9,0.6,0.6,0.4,4,0.44921875
movie,9,0.6,0.6,0.4,6,0.3984375
movie,9,0.6,0.6,0.4,8,0.3859375
movie,9,0.6,0.6,0.6,2,0.50234375
movie,9,0.6,0.6,0.6,4,0.41875
movie,9,0.6,0.6,0.6,6,0.40859375
movie,9,0.6,0.6,0.6,8,0.396875
movie,9,0.6,0.6,0.8,2,0.50234375
movie,9,0.6,0.6,0.8,4,0.4296875
movie,9,0.6,0.6,0.8,6,0.403125
movie,9,0.6,0.6,0.8,8,0.3921875
movie,9,0.6,0.6,1.0,2,0.4921875
movie,9,0.6,0.6,1.0,4,0.440625
movie,9,0.6,0.6,1.0,6,0.41171875
movie,9,0.6,0.6,1.0,8,0.39765625
movie,9,0.6,0.6,sqrt,2,0.49296875
movie,9,0.6,0.6,sqrt,4,0.44921875
movie,9,0.6,0.6,sqrt,6,0.3984375
movie,9,0.6,0.6,sqrt,8,0.3859375
movie,9,0.6,0.8,0.2,2,0.50625
movie,9,0.6,0.8,0.2,4,0.48203125
movie,9,0.6,0.8,0.2,6,0.42578125
movie,9,0.6,0.8,0.2,8,0.4078125
movie,9,0.6,0.8,0.4,2,0.50078125
movie,9,0.6,0.8,0.4,4,0.4359375
movie,9,0.6,0.8,0.4,6,0.39921875
movie,9,0.6,0.8,0.4,8,0.4
movie,9,0.6,0.8,0.6,2,0.50625
movie,9,0.6,0.8,0.6,4,0.42578125
movie,9,0.6,0.8,0.6,6,0.3984375
movie,9,0.6,0.8,0.6,8,0.38515625
movie,9,0.6,0.8,0.8,2,0.49921875
movie,9,0.6,0.8,0.8,4,0.43828125
movie,9,0.6,0.8,0.8,6,0.40703125
movie,9,0.6,0.8,0.8,8,0.4046875
movie,9,0.6,0.8,1.0,2,0.48828125
movie,9,0.6,0.8,1.0,4,0.4234375
movie,9,0.6,0.8,1.0,6,0.40625
movie,9,0.6,0.8,1.0,8,0.4046875
movie,9,0.6,0.8,sqrt,2,0.50078125
movie,9,0.6,0.8,sqrt,4,0.4359375
movie,9,0.6,0.8,sqrt,6,0.39921875
movie,9,0.6,0.8,sqrt,8,0.4
movie,9,0.6,1.0,0.2,2,0.50859375
movie,9,0.6,1.0,0.2,4,0.4703125
movie,9,0.6,1.0,0.2,6,0.4375
movie,9,0.6,1.0,0.2,8,0.43203125
movie,9,0.6,1.0,0.4,2,0.50546875
movie,9,0.6,1.0,0.4,4,0.4421875
movie,9,0.6,1.0,0.4,6,0.4109375
movie,9,0.6,1.0,0.4,8,0.4171875
movie,9,0.6,1.0,0.6,2,0.5015625
movie,9,0.6,1.0,0.6,4,0.44375
movie,9,0.6,1.0,0.6,6,0.41015625
movie,9,0.6,1.0,0.6,8,0.41171875
movie,9,0.6,1.0,0.8,2,0.5015625
movie,9,0.6,1.0,0.8,4,0.43828125
movie,9,0.6,1.0,0.8,6,0.4078125
movie,9,0.6,1.0,0.8,8,0.39921875
movie,9,0.6,1.0,1.0,2,0.5015625
movie,9,0.6,1.0,1.0,4,0.4359375
movie,9,0.6,1.0,1.0,6,0.41015625
movie,9,0.6,1.0,1.0,8,0.4140625
movie,9,0.6,1.0,sqrt,2,0.50546875
movie,9,0.6,1.0,sqrt,4,0.4421875
movie,9,0.6,1.0,sqrt,6,0.4109375
movie,9,0.6,1.0,sqrt,8,0.4171875
stack_big,0,0.05,0.6,0.2,2,0.9495160371987095
stack_big,0,0.05,0.6,0.2,4,0.9495160371987095
stack_big,0,0.05,0.6,0.2,6,0.9495160371987095
stack_big,0,0.05,0.6,0.2,8,0.94932624786487
stack_big,0,0.05,0.6,0.4,2,0.9495160371987095
stack_big,0,0.05,0.6,0.4,4,0.9495160371987095
stack_big,0,0.05,0.6,0.4,6,0.9497058265325489
stack_big,0,0.05,0.6,0.4,8,0.9504649838679067
stack_big,0,0.05,0.6,0.6,2,0.9495160371987095
stack_big,0,0.05,0.6,0.6,4,0.9495160371987095
stack_big,0,0.05,0.6,0.6,6,0.9497058265325489
stack_big,0,0.05,0.6,0.6,8,0.9512241412032644
stack_big,0,0.05,0.6,0.8,2,0.9495160371987095
stack_big,0,0.05,0.6,0.8,4,0.9495160371987095
stack_big,0,0.05,0.6,0.8,6,0.9497058265325489
stack_big,0,0.05,0.6,0.8,8,0.9512241412032644
stack_big,0,0.05,0.6,1.0,2,0.9495160371987095
stack_big,0,0.05,0.6,1.0,4,0.9495160371987095
stack_big,0,0.05,0.6,1.0,6,0.9497058265325489
stack_big,0,0.05,0.6,1.0,8,0.9512241412032644
stack_big,0,0.05,0.6,sqrt,2,0.9495160371987095
stack_big,0,0.05,0.6,sqrt,4,0.9495160371987095
stack_big,0,0.05,0.6,sqrt,6,0.9495160371987095
stack_big,0,0.05,0.6,sqrt,8,0.94932624786487
stack_big,0,0.05,0.8,0.2,2,0.9495160371987095
stack_big,0,0.05,0.8,0.2,4,0.9495160371987095
stack_big,0,0.05,0.8,0.2,6,0.9495160371987095
stack_big,0,0.05,0.8,0.2,8,0.9495160371987095
